СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
МАТЕМАТИКА   III курс;АНАЛИТИЧНА МЕХАНИКА;проф. Г. БОЯДЖИЕВ;"ПРИСЪСТВЕНО В
ЗАЛА";27.01.;;каб. 13 А ФзФ;09.00.
;кат. Мехатроника, роботика и механика;;;;;;
;КОМПЛЕКСЕН АНАЛИЗ;"гл.ас. А.
АЛЕКСАНДРОВ";"В ЕЛЕКТРОННА
СРЕДА";П;10.02.;Мудъл;09,00
;кат. Комплексен анализ и топология;;;У;10.02.;Мудъл;12.00.
;МАТЕМАТИЧЕСКА ЛОГИКА;доц. Х. ГАНЧЕВ;"В ЕЛЕКТРОННА
СРЕДА";П;03.02.;Мудъл;10.00.
;кат. Математическа логика и приложенията й;;;У;04.02.;Мудъл;10.00.
;ЧАСТНИ ДИФЕРЕНЦИАЛНИ УРАВНЕНИЯ;доц. М. КАРАТОПРАКЛИЕВА;"писмен -
дистанционно";П;16.02.;Мудъл;09.00.
;кат. Диференциални уравнения;;"устен -
присъствено";У;18.02.;307;09.00.
;;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
МАТЕМАТИКА И ИНФОРМАТИКА  I курс;ГЕОМЕТРИЯ 1;проф. С. ИВАНОВ;"ПРИСЪСТВЕНО В
ЗАЛА";04.02.;;326;10.00.
;кат. Геометрия;;;;;;
;АНАЛИЗ 1;доц. И. ГАДЖЕВ;"ПРИСЪСТВЕНО В
ЗАЛА";18.02.;;326;11.00.
;кат. Математически анализ;;;;;;
;КОМПЮТЪРНИ СИСТЕМИ И ТЕХНОЛОГИИ;проф. К. СТЕФАНОВ;"В ЕЛЕКТРОННА
СРЕДА";10.02.;;Мудъл;10.00.
;кат. Информационни технологии;;;;;;
;АЛГЕБРА 1;проф.. М. СТОЯНОВА;"В ЕЛЕКТРОННА
СРЕДА";П;25.01.;Мудъл;09.00.
;кат. Алгебра;;;У;28.01.;Мудъл;09.00.
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
МАТЕМАТИКА И ИНФОРМАТИКА  II курс;ДИСКРЕТНА МАТЕМАТИКА И АЛГОРИТМИ;проф. А. СОСКОВА;"В ЕЛЕКТРОННА
СРЕДА";П;25.01.;Мудъл;11,00
;кат. Математическа логика и приложенията й;;;У;27.01.;Мудъл;11.00.
;СТРУКТУРИ ОТ ДАННИ И ПРОГРАМИРАНЕ;проф. К. СТЕФАНОВ;"В ЕЛЕКТРОННА
СРЕДА";11.02.;;Мудъл;10.00.
;кат. Информационни технологи;;;;;;
;УЧИЛИЩЕН КУРС ПО АЛГЕБРА И АНАЛИЗ;проф. И. ТОНОВ;"В ЕЛЕКТРОННА
СРЕДА";П;01.02.;Мудъл;09.00.
;кат. Обучение по математка и инф.;;;У;03.02.;Мудъл;09,00
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
МАТЕМАТИКА И;ЕЗИЦИ И СРЕДИ ЗА ОБУЧЕНИЕ;проф. П. БОЙЧЕВ;"писмен -
дистанционно";П;08.02.;Мудъл;09.00.
;кат. Инфомационни технологии;;"устен -
присъствено";У;18.02.;02;10.00.
;ТЕОРИЯ НА ЧИСЛАТА;гл. ас. Т. ТОДОРОВА;"В ЕЛЕКТРОННА
СРЕДА";П;25.01.;Мудъл;08.00.
;;;;;;;
ИНФОРМАТИКА III курс;кат. Алгебра;;;У        25.01.;;Мудъл;13.00.
;"УВОД ВЪВ ВЕРОЯТНОСТИТЕ И МАТЕМАТИЧЕСКА СТАТИСТИКА
кат. ВОИС";доц. В. СТОИМЕНОВА;"В ЕЛЕКТРОННА
СРЕДА";"П       04.02.
У        08.02.";;Мудъл Мудъл;"09.00.
09.00."
;"УЧИЛИЩЕН КУРС ПО ГЕОМЕТРИЯ
кат. Обучение по математика и инф.";проф. К. БАНКОВ;"В ЕЛЕКТРОННА
СРЕДА";31.01.;;Мудъл;09,00
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
"МАТЕМАТИКА И ИНФОРМАТИКА
IV курс";"МЕТОДИКА НА ОБУЧЕНИЕТО ПО
ИНФОРМАТИКА И ИТ
кат. Обучение по математика и инф.";"доц. А. АНГЕЛОВ
доц. Н. НИКОЛОВА";"В ЕЛЕКТРОННА
СРЕДА";15.02.;;Мудъл;09.00.
;"МЕТОДИКА НА ОБУЧЕНИЕТО ПО
МАТЕМАТИКА II
кат. Обучение по математика и инф.";доц. Ю. НИНОВА;"В ЕЛЕКТРОННА
СРЕДА";29.01.;;Мудъл;10.00.
;"ПРАКТИКУМ МАТЕМАТИКА
кат. Обучение по математика и инф.";гл.ас. Р. АЛАШКА;"В ЕЛЕКТРОННА
СРЕДА";16.02.;;Мудъл;09.00.
;"УЧИЛИЩЕН КУРС ПО ИТ
кат. Обучение по математика и инф.";"доц. А. АНГЕЛОВ
гл.ас. Ф. ПЕТРОВ";"В ЕЛЕКТРОННА
СРЕДА";05.02.;;Мудъл;10,00
;;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
;АНАЛИТИЧНА ГЕОМЕТРИЯ;проф. С. ИВАНОВ;"ПРИСЪСТВЕНО В
ЗАЛА";П       11.02.;;200;11.00.
;кат. Геометрия;;;У        11.02.;;200;14.00.
;"ДИФЕРЕНЦИАЛНО И ИНТЕГРАЛНО
СМЯТАНЕ I";проф. Д. ТОЛЕВ;"В ЕЛЕКТРОННА
СРЕДА";П       16.02.;;Мудъл;10.00.
;;;;У        16.02.;;Мудъл;10.00.
;кат. Математически анализ;;;У        17.02.;;Мудъл;10.00.
"ПРИЛОЖНА
МАТЕМАТИКА  I курс";ЛИНЕЙНА АЛГЕБРА;проф. А. КАСПАРЯН;"В ЕЛЕКТРОННА
СРЕДА";П       25.01.;;Мудъл;09.00.
;;;;У        27.01.;;Мудъл;09.00.
;;;;У        28.01.;;Мудъл;08.30.
;кат. Алгебра;;;У        29.01.;;Мудъл;08.30.
;УВОД В ПРОГРАМИРАНЕТО;гл.ас. И. ХРИСТОВ;"В ЕЛЕКТРОННА
СРЕДА";П       03.02.;;Мудъл;09.00.
;;;;У        05.02.;;Мудъл;09.00.
;кат. Компютърна информатика;;;У        06.02.;;Мудъл;09.00.
Правилата за провеждане на присъствени изпити са същите, както и правилата за провеждане на присъствени занятия, съгласно заповед РД-29-40/ 05.11.2021 г.;;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
ПРИЛОЖНА МАТЕМАТИКА II курс;ДИСКРЕТНА МАТЕМАТИКА;доц. С. ГЕРДЖИКОВ;"ПРИСЪСТВЕНО В
ЗАЛА";П;02.02.;200;09.00.
;;;;У;05.02.;101;09.00.
;кат. Математическа логика и приложенията й;;;У;06.02.;101;09.00.
;ДИФЕРЕНЦИАЛНИ УРАВНЕНИЯ;доц. А. ЖИВКОВ;"В ЕЛЕКТРОННА
СРЕДА";П;25.01.;Мудъл;09.00.
;кат. Диференциални уравнения;;;У;26.01.;Мудъл;09.00.
;МАТЕМАТИЧЕСКИ АНАЛИЗ;проф. Н. РИБАРСКА;"ПРИСЪСТВЕНО В
ЗАЛА";П;14.02.;325;13.00.
;кат. Математически анализ;;;У;19.02.;325;10.00.
;МАТЕМАТИЧЕСКО МОДЕЛИРАНЕ;проф. М. КРЪСТАНОВ;"писмен -
присъствено";П;29.01.;325;13.00.
;кат. ВОИС;;"устен-
дистанционно";У;31.01.;Мудъл;10.00.
;СОФТУЕР ЗА НАУЧНИ ИЗЧИСЛЕНИЯ;доц. Р. УЛУЧЕВ;ПРИСЪСТВЕНО В ЗАЛА;09.02.;;314, 320;10.00.
;кат. Числени методи и алгоритми;гл.ас. Е. КАМЕНОВ;;;;;
;;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
ПРИЛОЖНА МАТЕМАТИКА III курс;АНАЛИТИЧНА МЕХАНИКА;проф. Г. БОЯДЖИЕВ;"ПРИСЪСТВЕНО В
ЗАЛА";12.02.;;325;09.00.
;кат. Мехатроника, роботика и механика;;;;;;
;ДИФЕРЕНЦИАЛНА ГЕОМЕТРИЯ;"доц. Б.
АЛЕКСАНДРОВ";"ПРИСЪСТВЕНО В
ЗАЛА";П;25.01.;200;14.00.
;кат. Геометрия;;;У;29.01.;200;09.00.
;ЛИНЕЙНО ОПТИМИРАНЕ;проф. Н. ЗЛАТЕВА;"В ЕЛЕКТРОННА
СРЕДА";П;01.02.;Мудъл;10.00.
;кат. ВОИС;;;У;05.02.;Мудъл;10.00.
;"УРАВНЕНИЯ НА МАТЕМАТИЧЕСКАТА
ФИЗИКА";доц. Т. ПОПОВ;"В ЕЛЕКТРОННА
СРЕДА";П;15.02.;Мудъл;10.00.
;кат. Диференциални уравнения;;;У;17.02.;Мудъл;10.00.
;"ЧИСЛЕНИ МЕТОДИ НА ЛИНЕЙНАТА
АЛГЕБРА";проф. Г. НИКОЛОВ;"ПРИСЪСТВЕНО В
ЗАЛА";07.02.;;01;10.00.
;кат. Числени методи и алгоритми;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
;АЛГЕБРА;проф. М. СТОЯНОВА;"В ЕЛЕКТРОННА
СРЕДА";П       31.01.;;Мудъл;09.00.
;;;;У        02.02.;;Мудъл;09.00.
;;;;У        03.02.;;Мудъл;09.00.
;;;;У        04.02.;;Мудъл;09.00.
;;;;У        05.02.;;Мудъл;09.00.
;;;;У        06.02.;;Мудъл;09.00.
;;;;У        07.02.;;Мудъл;09.00.
СОФТУЕРНО ИНЖЕНЕРСТВО I курс;кат. Алгебра;;;У        08.02.;;Мудъл;09.00.
;"ДИФЕРЕНЦИАЛНО И ИНТЕГРАЛНО
СМЯТАНЕ I";доц. В. БАБЕВ;"В ЕЛЕКТРОННА
СРЕДА";10.02.;;Мудъл;10.00.
;кат. Математически анализ;;;;;;
;ДИСКРЕТНИ СТРУКТУРИ I;доц. А. ДИЧЕВ;"В ЕЛЕКТРОННА
СРЕДА";П       15.02.;;Мудъл;09.00.
;кат. Математическа логика и приложенията й;;;У        18.02.;;Мудъл;09.00.
;УВОД В ПРОГРАМИРАНЕТО;"гл.ас. А.
ПАПАПОСТОЛУ";"В ЕЛЕКТРОННА
СРЕДА";26.01.;;Мудъл;10.00.
;кат. Софтуерни технологии;;;;;;
;;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
СОФТУЕРНО ИНЖЕНЕРСТВО II курс;"КОМПЮТЪРНИ АРХИТЕКТУРИ
кат. Изчислителни системи(временно присъединена към кат.МРМ)";доц. С. ЦВЕТАНОВ;"В ЕЛЕКТРОННА
СРЕДА";16.02.;;Мудъл;10.00.
;"СТРУКТУРИ ОТ ДАННИ И АЛГОРИТМИ
кат. Софтуерни технологии";д-р. М. ЧЕЧЕВ;"В ЕЛЕКТРОННА
СРЕДА";28.01.;;Мудъл;09.00.
;"УВОД В СОФТУЕРНОТО ИНЖЕНЕРСТВО
кат. Софтуерни технологии";"проф. С. ИЛИЕВА
проф. Б. БОНЧЕВ";"В ЕЛЕКТРОННА
СРЕДА";09.02.;;Мудъл;10.00.
;КОМУНИКАТИВНИ УМЕНИЯ;гл.ас. Д. ПЕТРОВА;"В ЕЛЕКТРОННА
СРЕДА";25.01.;;Мудъл;11.30.
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
СОФТУЕРНО ИНЖЕНЕРСТВО III курс;XML ТЕХНОЛОГИИ ЗА СЕМАНТИЧЕН WEB;проф. Б. БОНЧЕВ;"В ЕЛЕКТРОННА
СРЕДА";01.02.;;Мудъл;09.00.
;кат. Софтуерни технологии;;;;;;
;"СОЦИАЛНО ПРАВНИ АСПЕКТИ НА
СОФТУЕРНОТО ИНЖЕНЕРСТВО";гл.ас. К. ГЕОРГИЕВА;"В ЕЛЕКТРОННА
СРЕДА";29.01.;;Мудъл;12.00.
;кат. Софтуерни технологии;;;;;;
;СТАТИСТИКА И ЕМПИРИЧНИ МЕТОДИ;проф. М. САВОВ;"ПРИСЪСТВЕНО В
ЗАЛА";П;05.02.;ФХФ 130, ФХФ 210;09.00.
;;;;П;08.02.;200, 325;14.00.
;кат. ВОИС;;;У;12.02.;ФХФ 210;09.00.
;УПРАВЛЕНИЕ НА КАЧЕСТВОТО;проф. С. ИЛИЕВА;"В ЕЛЕКТРОННА
СРЕДА";27.01.;;Мудъл;09.00.
;кат. Софтуерни технологии;доц. Д. ПЕТРОВА- АНТОНОВА;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
"СОФТУЕРНО ИНЖЕНЕРСТВО
IV курс";ИНТЕЛИГЕНТНИ СИСТЕМИ (Data Mining);проф. И. КОЙЧЕВ;ПРИСЪСТВЕНО В ЗАЛА;П;10.02.;ФХФ 210;09.00.
;кат. Софтуерни технологии;;;П;11.02.;01;09.00.
;"ПРОЕКТИРАНЕ И ИНТЕГРИРАНЕ НА
СОФТУЕРНИ СИСТЕМИ";доц. Д. ПЕТРОВА- АНТОНОВА;"В ЕЛЕКТРОННА
СРЕДА";03.02.;;Мудъл;09.00.
;кат. Софтуерни технологии;;;;;;
;УПРАВЛЕНИЕ НА ПРОЕКТИ;доц. Е. ГУРОВА;"В ЕЛЕКТРОННА
СРЕДА";26.01.;;Мудъл;18.00.
;кат. Софтуерни технологии;;;;;;
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
СТАТИСТИКА II курс;МАТЕМАТИЧЕСКИ АНАЛИЗ;доц. В. БАБЕВ;"В ЕЛЕКТРОННА
СРЕДА";П;16.02.;Мудъл;10.00.
;кат. Математически анализ;;;У;16.02.;Мудъл;14.00.
;ДИФЕРЕНЦИАЛНИ УРАВНЕНИЯ;доц.. Ц. ХРИСТОВ;"В ЕЛЕКТРОННА
СРЕДА";П;11.02.;Мудъл;09.00.
;кат. Диференциални уравнения;;;У;11.02.;Мудъл;14.00.
;ДИСКРЕТНА МАТЕМАТИКА;доц. С. ГЕРДЖИКОВ;"ПРИСЪСТВЕНО В
ЗАЛА";П;02.02.;200;09.00.
;;;;У;05.02.;101;09.00.
;кат. Математическа логика и приложенията й;;;У;06.02.;101;09.00.
;ТЕОРИЯ НА ВЕРОЯТНОСТИТЕ;доц. В. СТОИМЕНОВА;"В ЕЛЕКТРОННА
СРЕДА";П;26.01.;Мудъл;09.00.
;кат. ВОИС;;;У;28.01.;Мудъл;09.00.
;СОФТУЕР ЗА НАУЧНИ ИЗЧИСЛЕНИЯ;доц. Р. УЛУЧЕВ;"ПРИСЪСТВЕНО В
ЗАЛА";П;09.02.;314, 320;10.00.
;кат. Числени методи и алгоритми;гл.ас. М. ЖЕЛЯЗКОВА;;П;09.02.;222;13.00.
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
СТАТИСТИКА III курс;"СТАТИСТИЧЕСКА
ЛАБОРАТОРИЯ(СЕМИНАР)";гл.ас. Е. ИВАНОВА;"В ЕЛЕКТРОННА
СРЕДА";24.01.;;Мудъл;11.00.
;кат. ВОИС;;;;;;
;ЛИНЕЙНО ОПТИМИРАНЕ;проф. Н. ЗЛАТЕВА;"В ЕЛЕКТРОННА
СРЕДА";П;01.02.;Мудъл;11.00.
;кат. ВОИС;;;У;05.02.;Мудъл;11.00.
;"ЧИСЛЕНИ МЕТОДИ НА ЛИНЕЙНАТА
АЛГЕБРА";доц. Л. МИЛЕВ;"В ЕЛЕКТРОННА
СРЕДА";П;25.01.;Мудъл;11.00.
;кат. Числени методи и алгоритми;;;У;27.01.;Мудъл;11.00.
СПЕЦИАЛНОСТ;УЧЕБНА ДИСЦИПЛИНА;ПРЕПОДАВАТЕЛ;"ФОРМАТ НА
ИЗПИТ";ДАТА;;ЗАЛА;ЧАС
СТАТИСТИКА IV курс;МНОГОМЕРНИ СТАТИСТИЧЕСКИ МОДЕЛИ;доц. В. СТОИМЕНОВА;"В ЕЛЕКТРОННА
СРЕДА";02.02.;;Мудъл;10.00.
;кат. ВОИС;;;;;;
"Правилата за провеждане на присъствени изпити са същите, както и правилата за провеждане на присъствени занятия, съгласно заповед РД-29-40/ 05.11.2021 г.
Избираеми дисциплини по списък №       от учебните планове на специалностите";;;;;;;
"ИНФОРМАЦИОННИ
СИСТЕМИ  II курс";ид АЛГЕБРА 2;гл. ас. К. ТАБАКОВ;;05.02.;;Мудъл;09.00.
;;;;06.02.;;Мудъл;09.00.
;;;В ЕЛЕКТРОННА СРЕДА;"12.02.
13.02.
14.02.";;Мудъл Мудъл Мудъл;"09.00.
09.00.
09.00."
;;;;15.02.;;Мудъл;09.00.
;;;;16.02.;;Мудъл;09.00.
;кат. Алгебра;;;"17.02.
18.02.";;"Мудъл
Мудъл";"09.00.
09.00"
;;;;;;;
;"ид ДИФЕРЕНЦИАЛНИ УРАВНЕНИЯ
кат. Диференциални уравнения";доц. Т. ПОПОВ;В ЕЛЕКТРОННА СРЕДА;"П
У";"09.02.
12.02.";"Мудъл
Мудъл";"09.00.
09.00."
;"ид ИЗСЛЕДВАНЕ НА ОПЕРАЦИИТЕ
кат. ВОИС";"гл.ас. М.
ХАМАМДЖИЕВ";В ЕЛЕКТРОННА СРЕДА;22.01.;;Мудъл;10.00.
;ид ЧИСЛЕНИ МЕТОДИ;доц. В. ГУШЕВ;В ЕЛЕКТРОННА;П;31.01.;Мудъл;10.00.
;кат. Числени методи и алгоритми;;СРЕДА;У;02.02.;Мудъл;10.00.
"КОМПЮТЪРНИ НАУКИ
III курс, 1 и 2 поток";"ид ИЗЧИСЛИМОСТ И СЛОЖНОСТ
кат. Математическа логика и приложенията й";доц. С. НИКОЛОВА;В ЕЛЕКТРОННА СРЕДА;"П У
У";"17.02.
18.02.
19.02.";"Мудъл - по график Мудъл - по график
Мудъл - по график";"10.00.
10.00.
10.00."
;"ид СЕМАНТИКА НА ЕЗИЦИТЕ ЗА
ПРОГРАМИРАНЕ
кат. Математическа логика и приложенията й";гл.ас. С. ВЪТЕВ;ПРИСЪСТВЕНО В ЗАЛА;17.02.;;325;09.00.
;ид ТЕОРИЯ НА МНОЖЕСТВАТА;проф. Т. ТИНЧЕВ;"ПРИСЪСТВЕНО В
ЗАЛА";16.02.;;101;09.00.
;;гл.ас. А. САРИЕВ;;17.02.;;101;09.00.
;кат. Математическа логика и приложенията й;;;18.02.;;01;09.00.
МАТЕМАТИКА И ИНФОРМАТИКА  II курс;"ид ДИФЕРЕНЦИАЛНИ УРАВНЕНИЯ
кат. Диференциални уравнения";гл. ас. Ц. СТОЯНОВА;"В ЕЛЕКТРОННА
СРЕДА";08.02.;;Мудъл;10.00.
;"ид МАТЕМАТИЧЕСКИ АНАЛИЗ
кат. Математически анализ";доц. В. БАБЕВ;"В ЕЛЕКТРОННА
СРЕДА";14.02.;;Мудъл;10.00.
;ид КОМПЮТЪРНА ГРАФИКА С WebGL;проф. П. БОЙЧЕВ;писмен - електронно;П;17.02.;Мудъл;10.00.
;кат. Информационни технологи;;устен - присъствено;У;18.02.;02;10.00.
МАТЕМАТИКА И ИНФОРМАТИКА  III курс;ид ОФИС ТЕХНОЛОГИИ - ПРАКТИКУМ;гл. ас. А. АНТОНОВА;В ЕЛЕКТРОННА СРЕДА;17.02.;;Мудъл;10.00.
;кат. Информационни технологи;;;;;;
;ид ДЕСКРИПТИВНА ГЕОМЕТРИЯ;доц. А. РУСЕВА;"ПРИСЪСТВЕНО В
ЗАЛА";19.02.;;326;10.00.
;кат. Геометрия;;;;;;
;ид УЕБ ПРОГРАМИРАНЕ;ас. Т. ГЕОРГИЕВ;В ЕЛЕКТРОННА СРЕДА;18.02.;;Мудъл;12.00.
;кат. Информационни технологи;;;;;;
;"ид ИЗБРАНИ ВЪПРОСИ ОТ ПРОФИЛИРАНАТА ПОДГОТОВКА ПО ИНФОРМАТИКА - АЛГОРИТМИ И
СТРУКТУРИ ОТ ДАННИ (Java)";доц. Н. НИКОЛОВА;В ЕЛЕКТРОННА СРЕДА;28.01.;;Мудъл;09.00.
;кат. Обучение по математка и инф.;;;;;;
;ид КОМБИНАТОРКА, ВЕРОЯТНОСТИ И СТАТИСТИКА В УКМ;проф. К. БАНКОВ;В ЕЛЕКТРОННА СРЕДА;11.02.;;Мудъл;09.00.
;кат. Обучение по математка и инф.;;;;;;
МАТЕМАТИКА И ИНФОРМАТИКА  IV курс;ид ИНФОРМАЦИОННИТЕ ТЕХНОЛОГИИ В ОБУЧЕНИЕТО НА ДЕЦА СЪС СПЕЦИАЛНИ ОБРАЗОВАТЕЛНИ ПОТРЕБНОСТИ;доц. Т. ЗАФИРОВА- МАЛЧЕВА;В ЕЛЕКТРОННА СРЕДА;07.02.;;Мудъл;10.00.
;кат. Информационни технологи;;;;;;
;"ид СПЕЦИФИЧНИ ВЪПРОСИ В ОБУЧЕНИЕТО ПО ИНФОРМАЦИОННИ
ТЕХНОЛОГИИ";доц. Е. СТЕФАНОВА;;по договорка с преподавател;;;
;кат. Информационни технологи;доц. Н. НИКОЛОВА;;;;;
;"ид СЪВРЕМЕННИ ОБРАЗОВАТЕЛНИ
ТЕХНОЛОГИИ";доц. Т. ТОНОВА;;по договорка с преподавател;;;
;кат. Обучение по математка и инф.;;;;;;
СОФТУЕРНО ИНЖЕНЕРСТВО II курс;ид ИЗСЛЕДВАНЕ НА ОПЕРАЦИИТЕ;"гл.ас. М.
ХАМАМДЖИЕВ";В ЕЛЕКТРОННА СРЕДА;22.01.;;Мудъл;10.00.
;кат. ВОИС;;;;;;
;ид ЧИСЛЕНИ МЕТОДИ;доц. В. ГУШЕВ;"В ЕЛЕКТРОННА
СРЕДА";П;31.01.;Мудъл;10.00.
;кат. Числени методи и алгоритми;;;У;02.02.;Мудъл;10.00.
